Class,Confidence,Bounding Box,Center Simulation XYZ,Corner 1 Simulation XYZ,Corner 2 Simulation XYZ,Corner 3 Simulation XYZ,Corner 4 Simulation XYZ
5ML_sorting_tube_rack,0.5021688938140869,"[249.0, 407.0, 384.0, 565.0]",[    0.99719     0.24902    0.075108],[     1.5746    -0.34825    -0.80848],[    0.95754    0.069426   -0.017284],,[    0.91046      0.3258   -0.022496]
blood_tube,0.47899267077445984,"[831.0, 529.0, 849.0, 547.0]",[    0.30056     0.35447     0.21823],[    0.30538     0.33354     0.19364],[    0.28477     0.33544      0.2004],[    0.30701     0.35667     0.19337],[    0.28707     0.35919     0.20211]
blood_tube,0.36751100420951843,"[736.0, 519.0, 751.0, 535.0]",[    0.40286     0.29423    0.092287],[    0.41101     0.27846    0.081037],[    0.39017     0.27658    0.078363],[    0.41157     0.30222    0.082712],[    0.39129     0.30151    0.082854]
5ML_sorting_tube_rack,0.361775666475296,"[332.0, 0.0, 554.0, 173.0]",[    0.93669    -0.54287    0.097256],,[    0.96551     -2.2263    -0.95781],[     1.5395     -1.1686    -0.80945],[    0.73116    -0.43621   -0.008981]
10ML_sorting_tube_rack,0.2833140790462494,"[302.0, 248.0, 402.0, 410.0]",[    0.99631  -0.0074793    0.087939],[     1.5974    -0.93008    -0.87977],[    0.98699    -0.25466    -0.01956],[     1.0491     0.12471    0.066279],[    0.92768    0.074369   -0.016099]
10ML_centrifuge_tube,0.26675647497177124,"[583.0, 266.0, 599.0, 282.0]",[    0.63761    -0.13516    0.078664],[    0.65797    -0.19621     0.02041],[    0.63072    -0.19716    0.020601],[    0.64966    -0.12076    0.075741],[    0.62325    -0.11563     0.08394]
dispensing_tube_rack,0.25835368037223816,"[702.0, 500.0, 826.0, 618.0]",[    0.37412     0.33262    0.077316],[    0.45189     0.20927   -0.017816],[    0.30721      0.2917     0.18561],[    0.45166     0.38812    -0.01399],[    0.28014     0.38388  -0.0068082]
5ML_sorting_tube_rack,0.8917970061302185,"[572.0, 267.0, 646.0, 390.0]",[    0.60275   -0.032637    0.076594],,[    0.55128    -0.22385   -0.012251],[    0.66398    0.014081   -0.038947],[    0.54243    0.028984  -0.0052498]
10ML_centrifuge_tube,0.8194226026535034,"[754.0, 560.0, 772.0, 577.0]",[    0.37592     0.34527    0.077689],[    0.38724     0.33352    0.074588],[    0.36018     0.32498    0.053581],[    0.38784     0.35685    0.074171],[    0.36194       0.351    0.059752]
centrifuge_close,0.819098711013794,"[837.0, 25.0, 1008.0, 189.0]",[   0.089532    -0.44602     0.16805],[   -0.10661     -2.1536    -0.97791],,[    0.20111    -0.42722    -0.01892],[    0.05601     -0.1136     0.32661]
refrigerator_close,0.7713251113891602,"[646.0, 0.0, 793.0, 168.0]",[    0.43766    -0.45292     0.19875],,[    0.42754     0.13109     0.79125],[    0.55948    -0.45655  -0.0094338],[    0.28136    -0.47408   -0.015577]
5ML_sorting_tube_rack,0.6962721943855286,"[249.0, 406.0, 384.0, 558.0]",[     0.9996     0.24184    0.072549],[      1.623    -0.40155    -0.90181],[    0.95939    0.065209   -0.021697],,[    0.91168     0.31622   -0.020033]
10ML_centrifuge_tube,0.6916751265525818,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28351     0.27541     0.20015],[    0.26182     0.27632     0.20398],[    0.28492      0.2976      0.1981],[    0.26296     0.29764     0.20011]
blood_tube,0.4487383961677551,"[831.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[    0.30542      0.3325     0.19429],[     0.2846     0.33402     0.20011],[     0.3074      0.3574     0.19527],[    0.28794     0.36065     0.20593]
blood_tube,0.3152400255203247,"[736.0, 519.0, 751.0, 535.0]",[    0.40276     0.29386    0.091344],[    0.41092     0.27807    0.080098],[    0.39017     0.27658    0.078363],[    0.41083     0.29924    0.075126],[    0.39129     0.30151    0.082854]
5ML_sorting_tube_rack,0.2763109505176544,"[332.0, 0.0, 554.0, 173.0]",[    0.93816    -0.54754    0.093122],,[    0.94285     -2.0727    -0.84423],[     1.5563     -1.2005    -0.84351],[    0.73189    -0.44042   -0.013414]
10ML_centrifuge_tube,0.8232455849647522,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38712     0.33317    0.073625],[    0.35992     0.32428    0.051656],[    0.38784     0.35685    0.074171],[    0.36181     0.35067    0.058779]
5ML_sorting_tube_rack,0.80799800157547,"[572.0, 267.0, 646.0, 386.0]",[    0.60286   -0.035274    0.078243],,[    0.55128    -0.22385   -0.012251],[    0.66523   0.0029836   -0.044966],[    0.54264    0.023575  -0.0018676]
centrifuge_close,0.8069477081298828,"[839.0, 25.0, 1008.0, 185.0]",[   0.089351    -0.44507     0.17335],[  -0.074013     -1.9709      -0.838],,[    0.19589    -0.44001   -0.021624],[   0.060728    -0.10972      0.3384]
refrigerator_close,0.7666553854942322,"[646.0, 3.0, 793.0, 168.0]",[    0.43578    -0.47679      0.1759],,[    0.42733     0.13224     0.78936],[    0.55948    -0.45655  -0.0094338],[    0.28052    -0.47838   -0.019981]
10ML_centrifuge_tube,0.7006910443305969,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28394     0.27626     0.20199],[    0.26205     0.27674      0.2049],[    0.28471     0.29719     0.19717],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.6789475679397583,"[249.0, 406.0, 384.0, 561.0]",[    0.99733     0.24546    0.077331],[     1.5724    -0.34806    -0.80273],[    0.95879    0.066166   -0.019945],,[    0.90948     0.32224   -0.015571]
blood_tube,0.46344733238220215,"[832.0, 528.0, 849.0, 547.0]",[     0.3006     0.35346     0.21886],[    0.30439     0.33284     0.19524],[    0.28503     0.33479     0.20199],[    0.30659     0.35808     0.19719],[    0.28707     0.35919     0.20211]
blood_tube,0.285482257604599,"[736.0, 519.0, 751.0, 535.0]",[    0.40286     0.29423    0.092287],[    0.41101     0.27846    0.081037],[    0.39017     0.27658    0.078363],[    0.41129      0.3011    0.079867],[    0.39162     0.30263    0.085698]
10ML_sorting_tube_rack,0.2670009136199951,"[302.0, 246.0, 402.0, 359.0]",[     1.0166    -0.07478    0.064251],[     1.5617    -0.87832    -0.80533],[    0.98711    -0.25767   -0.017673],[     1.0672    0.039968     0.07232],[    0.94696    -0.02497   -0.023324]
centrifuge_close,0.8379641771316528,"[839.0, 25.0, 1009.0, 186.0]",[   0.088785    -0.44201     0.17615],[  -0.074013     -1.9709      -0.838],,[    0.19371    -0.44612   -0.030806],[   0.054026    -0.11852      0.3273]
10ML_centrifuge_tube,0.8356733918190002,"[754.0, 560.0, 772.0, 577.0]",[    0.37506     0.34288    0.070918],[     0.3869     0.33247      0.0717],[    0.35978     0.32393    0.050693],[    0.38761     0.35618    0.072226],[    0.36181     0.35067    0.058779]
5ML_sorting_tube_rack,0.8078116774559021,"[572.0, 267.0, 645.0, 386.0]",[     0.6043   -0.034096    0.079887],,[    0.55311    -0.22688   -0.016228],[    0.66299    0.015088    -0.02426],[    0.54424    0.023631  -0.0018788]
refrigerator_close,0.7588239908218384,"[647.0, 3.0, 793.0, 169.0]",[    0.43627     -0.4446     0.20179],,[    0.42678     0.12876      0.7868],[    0.55753    -0.45502   -0.010418],[     0.2813    -0.47248   -0.016581]
5ML_sorting_tube_rack,0.7222716808319092,"[248.0, 406.0, 384.0, 558.0]",[    0.99849     0.24306    0.075311],[     1.5773    -0.35034    -0.80713],[    0.95879    0.066166   -0.019945],,[    0.91227     0.31555   -0.021961]
10ML_centrifuge_tube,0.6976280212402344,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28372     0.27584     0.20107],[    0.26205     0.27674      0.2049],[    0.28492      0.2976      0.1981],[    0.26273     0.29723     0.19918]
blood_tube,0.45374947786331177,"[832.0, 528.0, 849.0, 547.0]",[    0.29998     0.35233     0.21601],[      0.304     0.33207     0.19336],[    0.28481      0.3344     0.20105],[    0.30619     0.35735     0.19528],[    0.28902     0.36247      0.2107]
blood_tube,0.3918498754501343,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41078     0.27614    0.078947],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[     0.3914     0.30188    0.083802]
10ML_centrifuge_tube,0.3128681778907776,"[583.0, 266.0, 599.0, 282.0]",[    0.63722    -0.13211    0.082651],[    0.65797    -0.19621     0.02041],[    0.62976    -0.18852    0.031698],[    0.64966    -0.12076    0.075741],[    0.62366    -0.11925    0.079129]
10ML_sorting_tube_rack,0.2957540452480316,"[301.0, 245.0, 402.0, 358.0]",[     1.0183   -0.076079    0.065087],[      1.546    -0.85127    -0.76704],[    0.98803    -0.26107   -0.019076],[     1.0672    0.040809    0.076511],[    0.94701   -0.026368    -0.02245]
5ML_sorting_tube_rack,0.8686063289642334,"[572.0, 267.0, 646.0, 388.0]",[    0.60258   -0.031712     0.08073],,[    0.55128    -0.22385   -0.012251],[    0.66428    0.010301   -0.038939],[    0.54246    0.029312   0.0016212]
10ML_centrifuge_tube,0.8417338132858276,"[754.0, 560.0, 772.0, 577.0]",[    0.37629      0.3463    0.080591],[    0.38712     0.33317    0.073625],[    0.35978     0.32393    0.050693],[    0.38784     0.35685    0.074171],[    0.36221     0.35167    0.061697]
centrifuge_close,0.8099508285522461,"[839.0, 25.0, 1008.0, 185.0]",[   0.088506    -0.44741     0.17126],[  -0.099392     -2.0866    -0.92647],,[    0.19435    -0.44562   -0.027573],[   0.057704    -0.11538     0.33246]
refrigerator_close,0.7582969069480896,"[646.0, 0.0, 793.0, 168.0]",[    0.43663    -0.46717     0.18641],,[    0.42795     0.13371     0.79316],[    0.55964    -0.46223   -0.015316],[    0.28292    -0.46621  -0.0075018]
10ML_centrifuge_tube,0.705168604850769,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28351     0.27541     0.20015],[    0.26182     0.27632     0.20398],[    0.28492      0.2976      0.1981],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.6684261560440063,"[248.0, 406.0, 384.0, 561.0]",[    0.99881     0.24384    0.073647],[     1.6203    -0.39578    -0.89131],[     0.9582    0.067123   -0.018194],,[    0.91212     0.31923   -0.024266]
blood_tube,0.5114113688468933,"[832.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[    0.30419     0.33245      0.1943],[     0.2846     0.33402     0.20011],[    0.30659     0.35808     0.19719],[    0.28751     0.35992     0.20402]
10ML_sorting_tube_rack,0.44331490993499756,"[302.0, 248.0, 402.0, 410.0]",[    0.99766  -0.0096752    0.084614],[     1.5694    -0.88588    -0.82408],[    0.98785    -0.25653   -0.021911],[      1.051     0.12235    0.061886],[     0.9288    0.072467   -0.019611]
blood_tube,0.3825822174549103,"[736.0, 519.0, 751.0, 535.0]",[    0.40276     0.29386    0.091344],[    0.41073      0.2773     0.07822],[    0.39007      0.2762    0.077425],[    0.41111     0.30036    0.077971],[     0.3914     0.30188    0.083802]
10ML_centrifuge_tube,0.31674250960350037,"[583.0, 266.0, 599.0, 282.0]",[    0.63692    -0.12968    0.085841],[    0.65737    -0.19189     0.02596],[    0.62949    -0.18605    0.034868],[    0.64932    -0.11835    0.078949],[    0.62325    -0.11563     0.08394]
dispensing_tube_rack,0.3050127923488617,"[702.0, 499.0, 820.0, 618.0]",[    0.37758     0.32986    0.073191],[    0.45151     0.20477   -0.024441],[    0.30951     0.27905     0.15935],[    0.45183       0.389   -0.010999],[    0.28827     0.38387  -0.0078622]
blood_tube,0.27050429582595825,"[750.0, 299.0, 764.0, 316.0]",[    0.37154   -0.080065    0.079211],[    0.38161   -0.098668    0.074474],[    0.36069   -0.092334    0.084357],[    0.38012   -0.079172    0.055196],[    0.36026   -0.067262    0.073403]
5ML_sorting_tube_rack,0.8493910431861877,"[572.0, 267.0, 646.0, 389.0]",[    0.60297   -0.034876    0.073279],,[    0.55136    -0.22694   -0.016215],[    0.66488     0.00818   -0.045859],[    0.54253    0.025614    -0.00786]
10ML_centrifuge_tube,0.8283207416534424,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38724     0.33352    0.074588],[    0.35952     0.32323    0.048768],[    0.38761     0.35618    0.072226],[    0.36154        0.35    0.056834]
centrifuge_close,0.8088751435279846,"[837.0, 26.0, 1008.0, 186.0]",[   0.089589    -0.44747     0.16895],[  -0.023919     -1.7688    -0.68757],,[    0.20015    -0.43618   -0.020414],[   0.056146    -0.11706     0.32877]
refrigerator_close,0.775341272354126,"[646.0, 2.0, 793.0, 168.0]",[    0.43789    -0.44755     0.20129],,[    0.42722     0.13069     0.78914],[    0.55948    -0.45655  -0.0094338],[    0.28221    -0.46979   -0.011172]
10ML_centrifuge_tube,0.7149028182029724,"[846.0, 484.0, 865.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28309     0.27457     0.19831],[    0.25987       0.275     0.20123],[    0.28492      0.2976      0.1981],[    0.26126     0.29677     0.19827]
5ML_sorting_tube_rack,0.6406364440917969,"[249.0, 406.0, 385.0, 563.0]",[    0.99625     0.24619    0.075678],[     1.5894    -0.36605    -0.83605],[     0.9572     0.06611   -0.019934],,[    0.91058     0.32164   -0.025792]
blood_tube,0.47925636172294617,"[832.0, 528.0, 849.0, 547.0]",[    0.29998     0.35233     0.21601],[    0.30419     0.33245      0.1943],[    0.28481      0.3344     0.20105],[    0.30619     0.35735     0.19528],[    0.28642     0.35809     0.19924]
10ML_centrifuge_tube,0.3438926041126251,"[583.0, 266.0, 599.0, 282.0]",[    0.63738    -0.13333    0.081056],[    0.65643    -0.18511     0.03468],[    0.62963    -0.18729    0.033283],[    0.64966    -0.12076    0.075741],[    0.62352    -0.11804    0.080733]
10ML_sorting_tube_rack,0.3031545877456665,"[302.0, 247.0, 401.0, 407.0]",[    0.99862   -0.011131    0.087896],[     1.4964    -0.77301    -0.67752],[    0.98883     -0.2561   -0.018629],[     1.0524     0.11715    0.061616],[    0.92999     0.06944   -0.015343]
blood_tube,0.2895292043685913,"[736.0, 520.0, 751.0, 535.0]",[    0.40286     0.29423    0.092287],[    0.41142     0.28155    0.085009],[    0.39078     0.28006    0.083273],[    0.41111     0.30036    0.077971],[    0.39162     0.30263    0.085698]
5ML_sorting_tube_rack,0.8685185313224792,"[572.0, 267.0, 645.0, 389.0]",[    0.60397   -0.029224    0.081555],,[    0.55317    -0.22873   -0.018606],[    0.66441    0.010688   -0.041537],[    0.54408    0.027688  -0.0044154]
10ML_centrifuge_tube,0.8363338112831116,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[    0.38761     0.35618    0.072226],[    0.36181     0.35067    0.058779]
centrifuge_close,0.8307839035987854,"[839.0, 25.0, 1008.0, 185.0]",[   0.087097    -0.45131     0.16778],[    -0.1229     -2.1938     -1.0084],,[    0.19589    -0.44001   -0.021624],[   0.059972    -0.11113     0.33692]
refrigerator_close,0.7508397698402405,"[646.0, 0.0, 793.0, 168.0]",[     0.4347    -0.49407     0.16309],,[    0.42781     0.13284     0.79253],[    0.55948    -0.45655  -0.0094338],[    0.28179    -0.47193   -0.013375]
10ML_centrifuge_tube,0.7453670501708984,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28351     0.27541     0.20015],[    0.26205     0.27674      0.2049],[    0.28492      0.2976      0.1981],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5363690853118896,"[249.0, 406.0, 385.0, 563.0]",[    0.99625     0.24619    0.075678],[     1.5894    -0.36605    -0.83605],[    0.95661    0.067067   -0.018183],,[    0.91087     0.32131   -0.026759]
blood_tube,0.4358068108558655,"[831.0, 528.0, 849.0, 547.0]",[    0.29936     0.35121     0.21317],[    0.30523     0.33211     0.19335],[     0.2846     0.33402     0.20011],[    0.30661     0.35594     0.19146],[    0.28664     0.35846      0.2002]
10ML_sorting_tube_rack,0.37985050678253174,"[302.0, 248.0, 402.0, 410.0]",[    0.99698  -0.0085772    0.086277],[     1.5888    -0.91638    -0.86251],[    0.98927    -0.25967    -0.02583],[     1.0491     0.12471    0.066279],[     0.9288    0.072467   -0.019611]
blood_tube,0.3397105932235718,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41096     0.27691    0.080823],[    0.38979     0.27387    0.075337],[    0.41138     0.30147    0.080816],[    0.39129     0.30151    0.082854]
10ML_centrifuge_tube,0.32029807567596436,"[583.0, 266.0, 599.0, 282.0]",[    0.63761    -0.13516    0.078664],[     0.6578    -0.19497    0.021996],[    0.63092    -0.19901    0.018223],[    0.65008    -0.12377    0.071731],[    0.62366    -0.11925    0.079129]
5ML_sorting_tube_rack,0.29916679859161377,"[332.0, 0.0, 554.0, 174.0]",[    0.93884    -0.54831    0.090075],,[    0.94552     -2.0908    -0.85763],[      1.565     -1.2145    -0.86294],[    0.73037    -0.43042  -0.0055367]
10ML_centrifuge_tube,0.844883382320404,"[754.0, 560.0, 772.0, 577.0]",[    0.37592     0.34527    0.077689],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[    0.38795     0.35718    0.075144],[    0.36154        0.35    0.056834]
centrifuge_close,0.8367857336997986,"[839.0, 25.0, 1008.0, 185.0]",[   0.087943    -0.44897     0.16987],[   -0.08353     -2.0143    -0.87118],,[    0.19319    -0.44983   -0.032035],[   0.061106    -0.10901     0.33914]
5ML_sorting_tube_rack,0.8254973292350769,"[572.0, 267.0, 645.0, 388.0]",[    0.60425    -0.03278    0.079063],,[    0.55302    -0.22379   -0.012263],[    0.66493   0.0067841   -0.044986],[    0.54411    0.027346  -0.0018432]
refrigerator_close,0.7426366806030273,"[646.0, 0.0, 793.0, 168.0]",[    0.43606    -0.47508     0.17955],[    0.54439     0.12042     0.77961],[    0.42727     0.12935     0.78998],[    0.55948    -0.45655  -0.0094338],[    0.28136    -0.47408   -0.015577]
10ML_centrifuge_tube,0.7183161973953247,"[845.0, 484.0, 864.0, 501.0]",[    0.27511     0.28733     0.20319],[    0.28561     0.27715     0.20381],[    0.26182     0.27632     0.20398],[    0.28553     0.29642     0.19531],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.6113969087600708,"[249.0, 407.0, 385.0, 562.0]",[    0.99625     0.24619    0.075678],[     1.5701    -0.34352    -0.79971],[    0.95715     0.06746   -0.020779],,[    0.90916     0.32208    -0.02019]
