Class,Confidence,Bounding Box,Center Simulation XYZ,Corner 1 Simulation XYZ,Corner 2 Simulation XYZ,Corner 3 Simulation XYZ,Corner 4 Simulation XYZ
blood_tube,0.35608360171318054,"[736.0, 519.0, 751.0, 535.0]",[    0.40286     0.29423    0.092287],[    0.41101     0.27846    0.081037],[    0.39017     0.27658    0.078363],[    0.41129      0.3011    0.079867],[     0.3914     0.30188    0.083802]
10ML_centrifuge_tube,0.3181151747703552,"[583.0, 266.0, 599.0, 282.0]",[    0.63791     -0.1376    0.075475],[    0.65823    -0.19806    0.018032],[    0.63154    -0.20457    0.011089],[    0.65025    -0.12497    0.070126],[    0.62366    -0.11925    0.079129]
dispensing_tube_rack,0.29965847730636597,"[702.0, 498.0, 856.0, 618.0]",[    0.34314     0.30331   0.0031846],[    0.45156     0.20349   -0.023641],[    0.27237     0.29359     0.19924],[    0.45148     0.38724    -0.01698],[    0.24219     0.38721   0.0094128]
blood_tube,0.2779393494129181,"[750.0, 299.0, 764.0, 316.0]",[    0.37175   -0.078895    0.080842],[    0.38221   -0.095115    0.079338],[    0.36069   -0.092334    0.084357],[    0.38031   -0.078019    0.056837],[    0.36049   -0.066108    0.075044]
10ML_sorting_tube_rack,0.27332353591918945,"[301.0, 245.0, 403.0, 360.0]",[     1.0153   -0.072484    0.067513],[     1.5286    -0.82376     -0.7326],[    0.98681    -0.26239   -0.020627],,[    0.94582   -0.024674   -0.025884]
5ML_sorting_tube_rack,0.2723243832588196,"[332.0, 0.0, 554.0, 174.0]",[    0.94081    -0.55453    0.084559],,[      0.951     -2.1279    -0.88507],[     1.5919     -1.2657    -0.91779],[     0.7311    -0.43463  -0.0099733]
5ML_sorting_tube_rack,0.8690459728240967,"[572.0, 267.0, 646.0, 389.0]",[    0.60275   -0.032637    0.076594],,[    0.55133     -0.2257    -0.01463],[    0.66506   0.0071769   -0.047588],[    0.54248    0.027632  -0.0044042]
10ML_centrifuge_tube,0.8406475782394409,"[754.0, 560.0, 772.0, 577.0]",[    0.37518     0.34322    0.071886],[    0.38724     0.33352    0.074588],[    0.36018     0.32498    0.053581],[    0.38784     0.35685    0.074171],[    0.36181     0.35067    0.058779]
centrifuge_close,0.8292260766029358,"[839.0, 25.0, 1008.0, 185.0]",[   0.085125    -0.45677      0.1629],,,[    0.19319    -0.44983   -0.032035],[   0.061106    -0.10901     0.33914]
refrigerator_close,0.7637101411819458,"[646.0, 0.0, 793.0, 168.0]",[    0.43823    -0.44501     0.20561],[    0.54444     0.11869     0.77833],[    0.42741     0.13022     0.79062],[    0.55958     -0.4601    -0.01311],[    0.28334    -0.46406  -0.0052995]
10ML_centrifuge_tube,0.685861349105835,"[846.0, 484.0, 864.0, 501.0]",[     0.2743     0.28812     0.20504],[    0.28372     0.27584     0.20107],[    0.26228     0.27717     0.20581],[    0.28428     0.29638     0.19532],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5928577184677124,"[248.0, 406.0, 385.0, 559.0]",[    0.99774     0.24387    0.077152],[     1.5773    -0.35034    -0.80713],[     0.9572     0.06611   -0.019934],,[    0.91106     0.31639   -0.023684]
blood_tube,0.4902656376361847,"[832.0, 528.0, 849.0, 547.0]",[    0.30019     0.35271     0.21696],[      0.304     0.33207     0.19336],[    0.28438     0.33364     0.19916],[    0.30659     0.35808     0.19719],[    0.28664     0.35846      0.2002]
blood_tube,0.3721907138824463,"[736.0, 519.0, 751.0, 535.0]",[    0.40286     0.29423    0.092287],[    0.41101     0.27846    0.081037],[    0.39017     0.27658    0.078363],[    0.41129      0.3011    0.079867],[     0.3914     0.30188    0.083802]
10ML_sorting_tube_rack,0.3446071147918701,"[301.0, 245.0, 403.0, 359.0]",[     1.0159   -0.073632    0.065882],[     1.5516    -0.86002    -0.77799],[    0.98766    -0.26428   -0.022973],[     1.0703    0.037945    0.068913],[    0.94643   -0.027119   -0.026706]
10ML_centrifuge_tube,0.3110876977443695,"[583.0, 266.0, 599.0, 282.0]",[    0.63761    -0.13516    0.078664],[    0.65617    -0.18326    0.037058],[    0.62915    -0.18297    0.038832],[    0.64966    -0.12076    0.075741],[    0.62352    -0.11804    0.080733]
dispensing_tube_rack,0.28632354736328125,"[702.0, 500.0, 853.0, 619.0]",[    0.34774     0.30919    0.014914],[    0.45157     0.20685   -0.023385],[    0.27536     0.29461     0.19511],[     0.4515     0.38871   -0.016723],[    0.24491     0.38673   0.0026809]
5ML_sorting_tube_rack,0.8482420444488525,"[572.0, 267.0, 645.0, 388.0]",[    0.60436   -0.033901    0.077407],,[    0.55311    -0.22688   -0.016228],[    0.66447   0.0092965   -0.040667],[    0.54416    0.025325  -0.0052966]
10ML_centrifuge_tube,0.8271372318267822,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[    0.38724     0.33352    0.074588],[    0.35952     0.32323    0.048768],[    0.38761     0.35618    0.072226],[    0.36154        0.35    0.056834]
centrifuge_close,0.8216779232025146,"[838.0, 25.0, 1008.0, 186.0]",[   0.085125    -0.45677      0.1629],[  -0.057688     -1.9121    -0.79314],,[    0.19828    -0.43625     -0.0204],[   0.057659    -0.11423     0.33174]
refrigerator_close,0.749869704246521,"[646.0, 0.0, 793.0, 168.0]",[    0.43584    -0.47824     0.17681],,[    0.42686     0.12673     0.78807],[    0.55952    -0.45797   -0.010904],[    0.28221    -0.46979   -0.011172]
10ML_centrifuge_tube,0.6766121983528137,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28351     0.27541     0.20015],[    0.26205     0.27674      0.2049],[    0.28492      0.2976      0.1981],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5269269347190857,"[249.0, 406.0, 385.0, 561.0]",[    0.99593     0.24541    0.077341],[     1.5823    -0.35848    -0.82202],[     0.9578    0.065153   -0.021686],,[    0.91009     0.31985   -0.022323]
blood_tube,0.44220244884490967,"[831.0, 528.0, 849.0, 547.0]",[    0.29957     0.35159     0.21412],[    0.30523     0.33211     0.19335],[    0.28438     0.33364     0.19916],[    0.30721     0.35703     0.19432],[    0.28664     0.35846      0.2002]
5ML_sorting_tube_rack,0.32284823060035706,"[332.0, 0.0, 554.0, 173.0]",[    0.94013    -0.55377     0.08761],,[    0.95965     -2.1866    -0.92846],[     1.5537     -1.1956    -0.83833],[    0.73152    -0.43832   -0.011198]
10ML_centrifuge_tube,0.3022032082080841,"[583.0, 266.0, 599.0, 282.0]",[    0.63738    -0.13333    0.081056],[     0.6572    -0.19066    0.027545],[    0.62881    -0.17988    0.042795],[    0.65008    -0.12377    0.071731],[    0.62339    -0.11684    0.082336]
10ML_sorting_tube_rack,0.27547621726989746,"[301.0, 248.0, 402.0, 411.0]",[    0.99784  -0.0074257    0.087928],[     1.5862    -0.90756    -0.85155],[    0.98785    -0.25653   -0.021911],[      1.049     0.12789    0.069002],[    0.92931    0.072865    -0.02221]
blood_tube,0.25640755891799927,"[736.0, 519.0, 751.0, 535.0]",[    0.40286     0.29423    0.092287],[    0.41064     0.27691    0.077281],[    0.38985     0.27542    0.075547],[    0.41111     0.30036    0.077971],[     0.3914     0.30188    0.083802]
dispensing_tube_rack,0.25160399079322815,"[702.0, 498.0, 845.0, 619.0]",[    0.35677     0.31698    0.039656],[    0.45199     0.20673   -0.016225],[    0.28566     0.29325      0.1973],[    0.45144     0.38842    -0.01772],[    0.25548     0.38651  0.00061144]
5ML_sorting_tube_rack,0.8349120020866394,"[572.0, 267.0, 646.0, 389.0]",[    0.60286   -0.033756    0.074936],,[    0.55128    -0.22385   -0.012251],[    0.66469   0.0091831    -0.04413],[    0.54248    0.027632  -0.0044042]
10ML_centrifuge_tube,0.8288752436637878,"[754.0, 560.0, 772.0, 577.0]",[    0.37506     0.34288    0.070918],[     0.3869     0.33247      0.0717],[    0.35952     0.32323    0.048768],[    0.38795     0.35718    0.075144],[    0.36194       0.351    0.059752]
centrifuge_close,0.8256151080131531,"[837.0, 25.0, 1008.0, 187.0]",[   0.090993    -0.44357     0.17244],[  -0.072495     -1.9962    -0.85757],,[    0.19952    -0.43669   -0.023642],[    0.05837    -0.11167     0.33251]
refrigerator_close,0.7651323676109314,"[646.0, 3.0, 793.0, 168.0]",[    0.43618    -0.47125      0.1807],,[    0.42678     0.12876      0.7868],[    0.55952    -0.45797   -0.010904],[    0.27967    -0.48267   -0.024386]
10ML_centrifuge_tube,0.700533390045166,"[846.0, 484.0, 864.0, 501.0]",[    0.27408     0.28771     0.20412],[    0.28351     0.27541     0.20015],[    0.26205     0.27674      0.2049],[    0.28428     0.29638     0.19532],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.5800435543060303,"[248.0, 406.0, 384.0, 559.0]",[    0.99886     0.24265     0.07439],[     1.5822    -0.35555    -0.81678],[     0.9582    0.067123   -0.018194],,[    0.91163     0.31745     -0.0208]
blood_tube,0.42046549916267395,"[831.0, 528.0, 849.0, 547.0]",[    0.29957     0.35159     0.21412],[    0.30523     0.33211     0.19335],[    0.28438     0.33364     0.19916],[    0.30681      0.3563     0.19241],[    0.28772     0.36028     0.20497]
blood_tube,0.3762640357017517,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41078     0.27614    0.078947],[     0.3899     0.27426    0.076275],[    0.41129      0.3011    0.079867],[    0.39129     0.30151    0.082854]
10ML_sorting_tube_rack,0.30990493297576904,"[302.0, 248.0, 402.0, 411.0]",[    0.99698  -0.0085772    0.086277],[      1.556    -0.86471     -0.7974],[    0.98471    -0.24965   -0.013291],[     1.0459     0.12973     0.07253],[    0.92819    0.074763   -0.018695]
10ML_centrifuge_tube,0.2566400170326233,"[583.0, 266.0, 599.0, 282.0]",[    0.63761    -0.13516    0.078664],[    0.65737    -0.19189     0.02596],[     0.6301    -0.19161    0.027734],[    0.64983    -0.12196    0.074137],[    0.62325    -0.11563     0.08394]
5ML_sorting_tube_rack,0.25382333993911743,"[332.0, 0.0, 554.0, 173.0]",[    0.94161    -0.55844    0.083476],,[    0.98575     -2.3636     -1.0593],[      1.526     -1.1429    -0.78205],[    0.73249    -0.44393   -0.017108]
dispensing_tube_rack,0.2533065676689148,"[702.0, 500.0, 846.0, 618.0]",[    0.35413     0.31495    0.030275],[    0.45146     0.20605   -0.025241],[    0.28433     0.29532     0.19598],[    0.45154     0.38753   -0.015984],[    0.25479     0.38619   0.0043385]
5ML_sorting_tube_rack,0.888218879699707,"[572.0, 267.0, 646.0, 389.0]",[    0.60264   -0.031517    0.078251],,[    0.55136    -0.22694   -0.016215],[    0.66366      0.0147   -0.034621],[    0.54244    0.029649 -0.00094863]
10ML_centrifuge_tube,0.8439803719520569,"[754.0, 560.0, 772.0, 577.0]",[    0.37592     0.34527    0.077689],[     0.3869     0.33247      0.0717],[    0.35978     0.32393    0.050693],[    0.38761     0.35618    0.072226],[    0.36194       0.351    0.059752]
centrifuge_close,0.8348757028579712,"[839.0, 25.0, 1009.0, 185.0]",[   0.080016    -0.46618     0.15456],[  -0.095473     -2.0688    -0.91281],,[    0.19589    -0.44001   -0.021624],[   0.058242    -0.11189     0.33618]
refrigerator_close,0.7652508616447449,"[646.0, 3.0, 793.0, 168.0]",[    0.43777    -0.44913     0.19992],,[    0.42773     0.13485     0.79127],[    0.55964    -0.46223   -0.015316],[    0.28264    -0.46764    -0.00897]
10ML_centrifuge_tube,0.6671241521835327,"[845.0, 484.0, 864.0, 501.0]",[    0.27533     0.28775     0.20411],[    0.28435     0.27461     0.19831],[    0.26182     0.27632     0.20398],[    0.28616     0.29764     0.19809],[     0.2625     0.29682     0.19826]
5ML_sorting_tube_rack,0.5386114120483398,"[249.0, 406.0, 385.0, 559.0]",[    0.99597     0.24423    0.078082],[     1.5724    -0.34806    -0.80273],[     0.9578    0.065153   -0.021686],,[    0.91311     0.31404   -0.030439]
blood_tube,0.4897189140319824,"[831.0, 528.0, 849.0, 547.0]",[    0.30081     0.35383     0.21981],[    0.30523     0.33211     0.19335],[    0.28373     0.33249     0.19633],[    0.30701     0.35667     0.19337],[    0.28707     0.35919     0.20211]
blood_tube,0.38817399740219116,"[736.0, 519.0, 751.0, 535.0]",[    0.40306     0.29499    0.094174],[    0.41119     0.27923    0.082914],[    0.39007      0.2762    0.077425],[    0.41157     0.30222    0.082712],[     0.3914     0.30188    0.083802]
10ML_sorting_tube_rack,0.34593015909194946,"[301.0, 245.0, 402.0, 358.0]",[     1.0176   -0.074929    0.066716],[     1.5334    -0.83126    -0.74199],[    0.99173    -0.26925   -0.029241],[     1.0657    0.042889    0.079905],[    0.94589   -0.024272   -0.019059]
10ML_centrifuge_tube,0.32827070355415344,"[583.0, 266.0, 599.0, 282.0]",[    0.63722    -0.13211    0.082651],[    0.65643    -0.18511     0.03468],[    0.63024    -0.19284    0.026149],[    0.64966    -0.12076    0.075741],[     0.6238    -0.12045    0.077525]
5ML_sorting_tube_rack,0.2905748188495636,"[332.0, 0.0, 554.0, 173.0]",[    0.93816    -0.54754    0.093122],,[    0.92859      -1.976    -0.77277],[     1.5479     -1.1845    -0.82648],[    0.73152    -0.43832   -0.011198]
blood_tube,0.2789347171783447,"[750.0, 299.0, 764.0, 316.0]",[    0.37154   -0.080065    0.079211],[    0.38161   -0.098668    0.074474],[    0.36023   -0.094705    0.081114],[    0.37972   -0.081477    0.051913],[    0.36026   -0.067262    0.073403]
5ML_centrifuge_tube,0.25501158833503723,"[614.0, 285.0, 629.0, 298.0]",[    0.58713   -0.097539     0.08625],[    0.59935    -0.11481    0.078353],[    0.57577    -0.12346    0.068076],[    0.59764     -0.0854    0.083539],[    0.57463   -0.097997    0.067484]
5ML_sorting_tube_rack,0.8698954582214355,"[572.0, 267.0, 646.0, 389.0]",[    0.60242   -0.029278    0.081566],,[    0.55128    -0.22385   -0.012251],[    0.66488     0.00818   -0.045859],[    0.54248    0.027632  -0.0044042]
10ML_centrifuge_tube,0.8507567644119263,"[754.0, 560.0, 772.0, 577.0]",[    0.37555     0.34425    0.074787],[     0.3869     0.33247      0.0717],[    0.35952     0.32323    0.048768],[     0.3875     0.35585    0.071253],[    0.36141     0.34967    0.055862]
centrifuge_close,0.8420325517654419,"[839.0, 25.0, 1008.0, 186.0]",[   0.086534    -0.45287     0.16639],[  -0.087449     -2.0322    -0.88484],,[    0.19429    -0.44402   -0.028574],[   0.059927    -0.10999      0.3362]
refrigerator_close,0.7684813141822815,"[646.0, 3.0, 793.0, 168.0]",[    0.43669    -0.46414     0.18688],,[     0.4276     0.13398     0.79063],[    0.55964    -0.46223   -0.015316],[    0.28377    -0.46191  -0.0030973]
10ML_centrifuge_tube,0.7327119708061218,"[845.0, 484.0, 864.0, 501.0]",[    0.27555     0.28817     0.20504],[    0.28498     0.27588     0.20106],[    0.26182     0.27632     0.20398],[    0.28595     0.29724     0.19716],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.6091679930686951,"[248.0, 406.0, 384.0, 567.0]",[    0.99719     0.24902    0.075108],[       1.58    -0.35318    -0.81239],[    0.95879    0.066166   -0.019945],,[    0.91125     0.32726   -0.026935]
blood_tube,0.46109285950660706,"[831.0, 528.0, 849.0, 547.0]",[    0.30039     0.35308     0.21791],[    0.30523     0.33211     0.19335],[    0.28438     0.33364     0.19916],[    0.30701     0.35667     0.19337],[    0.28642     0.35809     0.19924]
blood_tube,0.38331884145736694,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[     0.4105     0.27498    0.076132],[    0.38979     0.27387    0.075337],[    0.41129      0.3011    0.079867],[    0.39162     0.30263    0.085698]
10ML_centrifuge_tube,0.2974693477153778,"[583.0, 266.0, 599.0, 282.0]",[    0.63776    -0.13638    0.077069],[    0.65677    -0.18758    0.031509],[    0.62929     -0.1842    0.037246],[    0.64983    -0.12196    0.074137],[    0.62352    -0.11804    0.080733]
5ML_sorting_tube_rack,0.27918732166290283,"[331.0, 0.0, 554.0, 173.0]",[    0.94075    -0.54981    0.091042],,[    0.94145     -2.0632    -0.83721],[      1.521     -1.1276    -0.76578],[    0.73116    -0.43621   -0.008981]
dispensing_tube_rack,0.2761630117893219,"[702.0, 500.0, 880.0, 618.0]",[    0.32631     0.30463   0.0044723],[    0.45146     0.20605   -0.025241],[    0.24187     0.29384     0.19628],[    0.45148     0.38724    -0.01698],[    0.20707     0.38336   0.0006829]
5ML_sorting_tube_rack,0.8755101561546326,"[572.0, 267.0, 646.0, 389.0]",[    0.60275   -0.032637    0.076594],,[    0.55124    -0.22261   -0.010665],[    0.66488     0.00818   -0.045859],[    0.54251    0.026623  -0.0061322]
10ML_centrifuge_tube,0.8405405282974243,"[754.0, 560.0, 772.0, 577.0]",[    0.37567     0.34459    0.075755],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[    0.38761     0.35618    0.072226],[    0.36154        0.35    0.056834]
centrifuge_close,0.8171033263206482,"[839.0, 25.0, 1009.0, 186.0]",[    0.08341    -0.45682     0.16292],,,[    0.19313    -0.44823   -0.033039],[   0.055922    -0.11499     0.33101]
refrigerator_close,0.7597981691360474,"[646.0, 0.0, 793.0, 168.0]",[    0.43635    -0.47112     0.18298],[    0.54434     0.12216     0.78088],[      0.427      0.1276     0.78871],[    0.55952    -0.45797   -0.010904],[    0.28264    -0.46764    -0.00897]
10ML_centrifuge_tube,0.6740117073059082,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28309     0.27457     0.19831],[    0.26136     0.27547     0.20214],[    0.28471     0.29719     0.19717],[    0.26273     0.29723     0.19918]
5ML_sorting_tube_rack,0.5879054665565491,"[249.0, 406.0, 384.0, 564.0]",[     0.9976     0.24743    0.074926],[     1.5774    -0.35327    -0.81238],[     0.9582    0.067123   -0.018194],,[    0.91051     0.32458   -0.021731]
blood_tube,0.518888533115387,"[831.0, 529.0, 849.0, 547.0]",[    0.30015     0.35372     0.21633],[     0.3044     0.33163     0.18892],[    0.28456     0.33506     0.19946],[    0.30661     0.35594     0.19146],[    0.28707     0.35919     0.20211]
10ML_sorting_tube_rack,0.423844575881958,"[302.0, 248.0, 402.0, 410.0]",[    0.99698  -0.0085772    0.086277],[     1.5536    -0.86098     -0.7927],[    0.98471    -0.24965   -0.013291],[     1.0448     0.12989    0.075946],[     0.9288    0.072467   -0.019611]
blood_tube,0.35662585496902466,"[736.0, 519.0, 751.0, 535.0]",[    0.40306     0.29499    0.094174],[    0.41092     0.27807    0.080098],[    0.39017     0.27658    0.078363],[    0.41129      0.3011    0.079867],[    0.39162     0.30263    0.085698]
10ML_centrifuge_tube,0.3249337077140808,"[583.0, 266.0, 599.0, 282.0]",[    0.63791     -0.1376    0.075475],[    0.65694    -0.18881    0.029924],[    0.63024    -0.19284    0.026149],[    0.64949    -0.11956    0.077345],[    0.62366    -0.11925    0.079129]
5ML_sorting_tube_rack,0.8713876008987427,"[572.0, 267.0, 646.0, 389.0]",[    0.60275   -0.032637    0.076594],,[    0.55141    -0.22879   -0.018594],[    0.66441    0.010688   -0.041537],[    0.54248    0.027632  -0.0044042]
centrifuge_close,0.8285703659057617,"[838.0, 26.0, 1008.0, 185.0]",[   0.089915    -0.44351     0.17474],[  -0.042031     -1.8369    -0.73963],,[    0.19624    -0.44555   -0.027587],[   0.058838    -0.11326     0.33469]
10ML_centrifuge_tube,0.8254671096801758,"[754.0, 560.0, 772.0, 577.0]",[    0.37518     0.34322    0.071886],[    0.38712     0.33317    0.073625],[    0.35952     0.32323    0.048768],[     0.3875     0.35585    0.071253],[    0.36154        0.35    0.056834]
refrigerator_close,0.7567929625511169,"[646.0, 0.0, 793.0, 168.0]",[    0.43635    -0.47112     0.18298],,[    0.42713     0.12848     0.78935],[    0.55958     -0.4601    -0.01311],[    0.28221    -0.46979   -0.011172]
10ML_centrifuge_tube,0.7044950127601624,"[845.0, 484.0, 864.0, 501.0]",[    0.27445     0.28608     0.20042],[    0.28435     0.27461     0.19831],[    0.26182     0.27632     0.20398],[    0.28595     0.29724     0.19716],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.584247350692749,"[249.0, 406.0, 384.0, 559.0]",[    0.99849     0.24306    0.075311],[     1.5653    -0.34049     -0.7887],[    0.95939    0.065209   -0.021697],,[    0.90958      0.3198   -0.014045]
blood_tube,0.4557073414325714,"[831.0, 526.0, 849.0, 547.0]",[    0.30002     0.35132     0.21665],[    0.30452     0.32849     0.19088],[    0.28317     0.32926     0.19481],[     0.3074      0.3574     0.19527],[    0.28642     0.35809     0.19924]
blood_tube,0.363439679145813,"[736.0, 518.0, 751.0, 535.0]",[    0.40311     0.29385    0.094887],[    0.41078     0.27614    0.078947],[    0.38979     0.27387    0.075337],[    0.41129      0.3011    0.079867],[     0.3914     0.30188    0.083802]
10ML_centrifuge_tube,0.33219045400619507,"[583.0, 266.0, 599.0, 282.0]",[    0.63761    -0.13516    0.078664],[     0.6566    -0.18634    0.033095],[    0.62976    -0.18852    0.031698],[    0.64983    -0.12196    0.074137],[    0.62352    -0.11804    0.080733]
10ML_sorting_tube_rack,0.32429295778274536,"[302.0, 248.0, 402.0, 410.0]",[    0.99766  -0.0096752    0.084614],[     1.6294     -0.9805    -0.94331],[    0.98699    -0.25466    -0.01956],[     1.0491     0.12471    0.066279],[    0.92768    0.074369   -0.016099]
blood_tube,0.272734671831131,"[750.0, 299.0, 764.0, 316.0]",[    0.37154   -0.080065    0.079211],[    0.38142   -0.099852    0.072852],[    0.36046   -0.093519    0.082736],[    0.37992   -0.080324    0.053555],[    0.36049   -0.066108    0.075044]
5ML_centrifuge_tube,0.26503586769104004,"[614.0, 285.0, 629.0, 299.0]",[    0.58707   -0.096196     0.08541],[    0.59955    -0.11721    0.075139],[    0.57571    -0.12225    0.069683],[    0.59789   -0.087583    0.077831],[    0.57451   -0.095464    0.068258]
5ML_sorting_tube_rack,0.8685019016265869,"[572.0, 267.0, 645.0, 389.0]",[    0.60453   -0.034821    0.073268],,[    0.55311    -0.22688   -0.016228],,[    0.54408    0.027688  -0.0044154]
10ML_centrifuge_tube,0.8387004137039185,"[754.0, 560.0, 772.0, 577.0]",[    0.37629      0.3463    0.080591],[    0.38712     0.33317    0.073625],[    0.36018     0.32498    0.053581],[    0.38784     0.35685    0.074171],[    0.36154        0.35    0.056834]
centrifuge_close,0.8257699608802795,"[838.0, 25.0, 1008.0, 186.0]",[   0.087097    -0.45131     0.16778],[  -0.083844     -2.0321    -0.88486],,[    0.19885    -0.43414   -0.018168],[   0.057659    -0.11423     0.33174]
refrigerator_close,0.7784262299537659,"[647.0, 3.0, 793.0, 168.0]",[     0.4333    -0.48712     0.16699],,[    0.42706      0.1305     0.78808],[    0.55769    -0.46017   -0.013097],[    0.28221    -0.46979   -0.011172]
10ML_centrifuge_tube,0.7271729707717896,"[846.0, 484.0, 864.0, 501.0]",[    0.27453     0.28854     0.20597],[    0.28309     0.27457     0.19831],[    0.26182     0.27632     0.20398],[    0.28492      0.2976      0.1981],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.5461758375167847,"[249.0, 406.0, 385.0, 563.0]",[    0.99699     0.24539    0.073835],[     1.5823    -0.35848    -0.82202],[     0.9572     0.06611   -0.019934],,[    0.90795     0.32463   -0.017087]
blood_tube,0.4929623305797577,"[832.0, 529.0, 849.0, 547.0]",[    0.30035      0.3541     0.21728],[    0.30435     0.33388     0.19459],[    0.28434     0.33468     0.19851],[    0.30599     0.35699     0.19433],[    0.28686     0.35882     0.20115]
blood_tube,0.3727002739906311,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41078     0.27614    0.078947],[    0.38979     0.27387    0.075337],[    0.41129      0.3011    0.079867],[    0.39162     0.30263    0.085698]
5ML_sorting_tube_rack,0.3383457660675049,"[332.0, 0.0, 554.0, 174.0]",[    0.93736    -0.54364    0.094213],,[     0.9524     -2.1374    -0.89209],[     1.5478     -1.1819    -0.82811],[    0.73219    -0.44093   -0.016628]
10ML_sorting_tube_rack,0.3283063471317291,"[302.0, 248.0, 401.0, 407.0]",[    0.99862   -0.011131    0.087896],[     1.5666    -0.88152    -0.81858],[    0.99249    -0.26274   -0.029761],[     1.0477     0.12284    0.072141],[    0.92886    0.071353   -0.011838]
10ML_centrifuge_tube,0.3106459677219391,"[583.0, 266.0, 599.0, 282.0]",[    0.63761    -0.13516    0.078664],[    0.65617    -0.18326    0.037058],[    0.63038    -0.19407    0.024564],[    0.64983    -0.12196    0.074137],[     0.6238    -0.12045    0.077525]
dispensing_tube_rack,0.2659357488155365,"[702.0, 500.0, 829.0, 618.0]",[     0.3724     0.33152     0.07444],[    0.45146     0.20605   -0.025241],[    0.30497     0.29484     0.19305],[    0.45183       0.389   -0.010999],[    0.27598     0.38373  -0.0067792]
5ML_sorting_tube_rack,0.8888394236564636,"[572.0, 267.0, 645.0, 389.0]",[    0.60397   -0.029224    0.081555],,[    0.55308    -0.22564   -0.014642],[    0.66422    0.011691   -0.039808],[    0.54411    0.026679  -0.0061433]
centrifuge_close,0.8443590402603149,"[839.0, 25.0, 1008.0, 185.0]",[   0.083997    -0.45988     0.16012],[  -0.045276     -1.8399    -0.73783],,[    0.19435    -0.44562   -0.027573],[    0.05657    -0.11751     0.33024]
10ML_centrifuge_tube,0.8217975497245789,"[754.0, 560.0, 772.0, 577.0]",[     0.3753     0.34356    0.072853],[    0.38724     0.33352    0.074588],[    0.35978     0.32393    0.050693],[    0.38784     0.35685    0.074171],[    0.36221     0.35167    0.061697]
refrigerator_close,0.7782506346702576,"[646.0, 0.0, 793.0, 168.0]",[    0.43663    -0.46717     0.18641],,[      0.427      0.1276     0.78871],[    0.55952    -0.45797   -0.010904],[    0.28419    -0.45977 -0.00089504]
10ML_centrifuge_tube,0.7329813241958618,"[845.0, 484.0, 864.0, 501.0]",[    0.27555     0.28817     0.20504],[    0.28561     0.27715     0.20381],[    0.26136     0.27547     0.20214],[    0.28616     0.29764     0.19809],[    0.26296     0.29764     0.20011]
5ML_sorting_tube_rack,0.5123366117477417,"[249.0, 406.0, 385.0, 560.0]",[    0.99519     0.24622    0.079184],[     1.5702     -0.3457    -0.79835],[     0.9572     0.06611   -0.019934],,[    0.91014     0.31863   -0.021556]
blood_tube,0.4347272217273712,"[831.0, 528.0, 849.0, 547.0]",[     0.3006     0.35346     0.21886],[    0.30483     0.33135     0.19146],[     0.2846     0.33402     0.20011],[    0.30721     0.35703     0.19432],[    0.28772     0.36028     0.20497]
10ML_centrifuge_tube,0.3956676423549652,"[583.0, 266.0, 599.0, 282.0]",[    0.63738    -0.13333    0.081056],[    0.65754    -0.19313    0.024374],[     0.6299    -0.18975    0.030112],[    0.64966    -0.12076    0.075741],[    0.62339    -0.11684    0.082336]
10ML_sorting_tube_rack,0.3569200038909912,"[301.0, 246.0, 402.0, 359.0]",[     1.0169   -0.072428    0.067502],[     1.5618    -0.87384    -0.79987],[    0.98939     -0.2627   -0.023933],,[    0.94752   -0.026016   -0.025021]
blood_tube,0.32678043842315674,"[736.0, 518.0, 751.0, 535.0]",[    0.40291     0.29309    0.093001],[    0.41069     0.27575    0.078008],[    0.38979     0.27387    0.075337],[    0.41129      0.3011    0.079867],[     0.3914     0.30188    0.083802]
5ML_sorting_tube_rack,0.2640415132045746,"[332.0, 0.0, 554.0, 174.0]",[    0.94081    -0.55453    0.084559],,[    0.96704     -2.2367    -0.96547],[     1.5153     -1.1203    -0.76215],[     0.7311    -0.43463  -0.0099733]
dispensing_tube_rack,0.25449493527412415,"[702.0, 500.0, 854.0, 618.0]",[    0.34494     0.30563   0.0053051],[    0.45189     0.20927   -0.017816],[    0.27544     0.29702     0.20068],[     0.4512     0.38577   -0.021965],[    0.24448     0.38671   0.0074023]
